,,,Time,Volts
Record Length,2.50E+03,,-0.000000121,0.00112
Sample Interval,1.00E-10,,-0.0000001209,0.00112
Trigger Point,1.21E+03,,-0.0000001208,0.0012
,,,-0.0000001207,0.0012
,,,-0.0000001206,0.0012
,,,-0.0000001205,0.0012
Source,CH1,,-0.0000001204,0.00128
Vertical Units,V,,-0.0000001203,0.00128
Vertical Scale,2.00E-03,,-0.0000001202,0.00128
Vertical Offset,0.00E+00,,-0.0000001201,0.00128
Horizontal Units,s,,-0.00000012,0.00136
Horizontal Scale,2.50E-08,,-0.0000001199,0.00136
Pt Fmt,Y,,-0.0000001198,0.00136
Yzero,0.00E+00,,-0.0000001197,0.00136
Probe Atten,1.00E+00,,-0.0000001196,0.00144
Model Number,TDS2002C,,-0.0000001195,0.00144
Serial Number,C013636,,-0.0000001194,0.00144
Firmware Version,FV:v24.15,,-0.0000001193,0.00144
,,,-0.0000001192,0.00152
,,,-0.0000001191,0.00152
,,,-0.000000119,0.00152
,,,-0.0000001189,0.00152
,,,-0.0000001188,0.00152
,,,-0.0000001187,0.0016
,,,-0.0000001186,0.0016
,,,-0.0000001185,0.0016
,,,-0.0000001184,0.0016
,,,-0.0000001183,0.0016
,,,-0.0000001182,0.00168
,,,-0.0000001181,0.00168
,,,-0.000000118,0.00168
,,,-0.0000001179,0.00168
,,,-0.0000001178,0.00176
,,,-0.0000001177,0.00176
,,,-0.0000001176,0.00176
,,,-0.0000001175,0.00176
,,,-0.0000001174,0.00176
,,,-0.0000001173,0.00184
,,,-0.0000001172,0.00184
,,,-0.0000001171,0.00184
,,,-0.000000117,0.00184
,,,-0.0000001169,0.00184
,,,-0.0000001168,0.00192
,,,-0.0000001167,0.00192
,,,-0.0000001166,0.00192
,,,-0.0000001165,0.00192
,,,-0.0000001164,0.00192
,,,-0.0000001163,0.00192
,,,-0.0000001162,0.002
,,,-0.0000001161,0.002
,,,-0.000000116,0.002
,,,-0.0000001159,0.002
,,,-0.0000001158,0.002
,,,-0.0000001157,0.00208
,,,-0.0000001156,0.00208
,,,-0.0000001155,0.00208
,,,-0.0000001154,0.00208
,,,-0.0000001153,0.00208
,,,-0.0000001152,0.00208
,,,-0.0000001151,0.00216
,,,-0.000000115,0.00216
,,,-0.0000001149,0.00216
,,,-0.0000001148,0.00216
,,,-0.0000001147,0.00216
,,,-0.0000001146,0.00216
,,,-0.0000001145,0.00216
,,,-0.0000001144,0.00216
,,,-0.0000001143,0.00224
,,,-0.0000001142,0.00224
,,,-0.0000001141,0.00224
,,,-0.000000114,0.00224
,,,-0.0000001139,0.00224
,,,-0.0000001138,0.00224
,,,-0.0000001137,0.00224
,,,-0.0000001136,0.00224
,,,-0.0000001135,0.00232
,,,-0.0000001134,0.00232
,,,-0.0000001133,0.00232
,,,-0.0000001132,0.00232
,,,-0.0000001131,0.00232
,,,-0.000000113,0.00232
,,,-0.0000001129,0.00232
,,,-0.0000001128,0.00232
,,,-0.0000001127,0.00232
,,,-0.0000001126,0.00232
,,,-0.0000001125,0.00232
,,,-0.0000001124,0.00232
,,,-0.0000001123,0.0024
,,,-0.0000001122,0.0024
,,,-0.0000001121,0.0024
,,,-0.000000112,0.0024
,,,-0.0000001119,0.0024
,,,-0.0000001118,0.0024
,,,-0.0000001117,0.0024
,,,-0.0000001116,0.0024
,,,-0.0000001115,0.0024
,,,-0.0000001114,0.0024
,,,-0.0000001113,0.0024
,,,-0.0000001112,0.0024
,,,-0.0000001111,0.0024
,,,-0.000000111,0.0024
,,,-0.0000001109,0.0024
,,,-0.0000001108,0.0024
,,,-0.0000001107,0.0024
,,,-0.0000001106,0.0024
,,,-0.0000001105,0.0024
,,,-0.0000001104,0.0024
,,,-0.0000001103,0.0024
,,,-0.0000001102,0.0024
,,,-0.0000001101,0.0024
,,,-0.00000011,0.0024
,,,-0.0000001099,0.0024
,,,-0.0000001098,0.0024
,,,-0.0000001097,0.0024
,,,-0.0000001096,0.0024
,,,-0.0000001095,0.0024
,,,-0.0000001094,0.0024
,,,-0.0000001093,0.0024
,,,-0.0000001092,0.0024
,,,-0.0000001091,0.0024
,,,-0.000000109,0.0024
,,,-0.0000001089,0.0024
,,,-0.0000001088,0.0024
,,,-0.0000001087,0.0024
,,,-0.0000001086,0.0024
,,,-0.0000001085,0.0024
,,,-0.0000001084,0.0024
,,,-0.0000001083,0.0024
,,,-0.0000001082,0.00232
,,,-0.0000001081,0.00232
,,,-0.000000108,0.00232
,,,-0.0000001079,0.00232
,,,-0.0000001078,0.00232
,,,-0.0000001077,0.00232
,,,-0.0000001076,0.00232
,,,-0.0000001075,0.00232
,,,-0.0000001074,0.00232
,,,-0.0000001073,0.00232
,,,-0.0000001072,0.00232
,,,-0.0000001071,0.00232
,,,-0.000000107,0.00232
,,,-0.0000001069,0.00224
,,,-0.0000001068,0.00224
,,,-0.0000001067,0.00224
,,,-0.0000001066,0.00224
,,,-0.0000001065,0.00224
,,,-0.0000001064,0.00224
,,,-0.0000001063,0.00224
,,,-0.0000001062,0.00224
,,,-0.0000001061,0.00224
,,,-0.000000106,0.00224
,,,-0.0000001059,0.00216
,,,-0.0000001058,0.00216
,,,-0.0000001057,0.00216
,,,-0.0000001056,0.00216
,,,-0.0000001055,0.00216
,,,-0.0000001054,0.00216
,,,-0.0000001053,0.00216
,,,-0.0000001052,0.00216
,,,-0.0000001051,0.00216
,,,-0.000000105,0.00208
,,,-0.0000001049,0.00208
,,,-0.0000001048,0.00208
,,,-0.0000001047,0.00208
,,,-0.0000001046,0.00208
,,,-0.0000001045,0.00208
,,,-0.0000001044,0.00208
,,,-0.0000001043,0.00208
,,,-0.0000001042,0.00208
,,,-0.0000001041,0.002
,,,-0.000000104,0.002
,,,-0.0000001039,0.002
,,,-0.0000001038,0.002
,,,-0.0000001037,0.002
,,,-0.0000001036,0.002
,,,-0.0000001035,0.002
,,,-0.0000001034,0.002
,,,-0.0000001033,0.00192
,,,-0.0000001032,0.00192
,,,-0.0000001031,0.00192
,,,-0.000000103,0.00192
,,,-0.0000001029,0.00192
,,,-0.0000001028,0.00192
,,,-0.0000001027,0.00192
,,,-0.0000001026,0.00184
,,,-0.0000001025,0.00184
,,,-0.0000001024,0.00184
,,,-0.0000001023,0.00184
,,,-0.0000001022,0.00184
,,,-0.0000001021,0.00184
,,,-0.000000102,0.00176
