,,,Time,Volts
Record Length,2.50E+03,,-0.000000496,0.016
Sample Interval,4.00E-10,,-0.0000004956,0.016
Trigger Point,1.24E+03,,-0.0000004952,0.016
,,,-0.0000004948,0.016
,,,-0.0000004944,0.02
,,,-0.000000494,0.02
Source,CH1,,-0.0000004936,0.02
Vertical Units,V,,-0.0000004932,0.024
Vertical Scale,1.00E-01,,-0.0000004928,0.024
Vertical Offset,0.00E+00,,-0.0000004924,0.024
Horizontal Units,s,,-0.000000492,0.028
Horizontal Scale,1.00E-07,,-0.0000004916,0.028
Pt Fmt,Y,,-0.0000004912,0.032
Yzero,0.00E+00,,-0.0000004908,0.032
Probe Atten,1.00E+00,,-0.0000004904,0.032
Model Number,TDS2002C,,-0.00000049,0.036
Serial Number,C013636,,-0.0000004896,0.036
Firmware Version,FV:v24.15,,-0.0000004892,0.036
,,,-0.0000004888,0.04
,,,-0.0000004884,0.04
,,,-0.000000488,0.04
,,,-0.0000004876,0.044
,,,-0.0000004872,0.044
,,,-0.0000004868,0.044
,,,-0.0000004864,0.048
,,,-0.000000486,0.048
,,,-0.0000004856,0.048
,,,-0.0000004852,0.052
,,,-0.0000004848,0.052
,,,-0.0000004844,0.052
,,,-0.000000484,0.056
,,,-0.0000004836,0.056
,,,-0.0000004832,0.056
,,,-0.0000004828,0.056
,,,-0.0000004824,0.06
,,,-0.000000482,0.06
,,,-0.0000004816,0.064
,,,-0.0000004812,0.064
,,,-0.0000004808,0.064
,,,-0.0000004804,0.064
,,,-0.00000048,0.068
,,,-0.0000004796,0.068
,,,-0.0000004792,0.068
,,,-0.0000004788,0.072
,,,-0.0000004784,0.072
,,,-0.000000478,0.072
,,,-0.0000004776,0.076
,,,-0.0000004772,0.076
,,,-0.0000004768,0.076
,,,-0.0000004764,0.076
,,,-0.000000476,0.08
,,,-0.0000004756,0.08
,,,-0.0000004752,0.08
,,,-0.0000004748,0.08
,,,-0.0000004744,0.084
,,,-0.000000474,0.084
,,,-0.0000004736,0.084
,,,-0.0000004732,0.088
,,,-0.0000004728,0.088
,,,-0.0000004724,0.088
,,,-0.000000472,0.092
,,,-0.0000004716,0.092
,,,-0.0000004712,0.092
,,,-0.0000004708,0.092
,,,-0.0000004704,0.092
,,,-0.00000047,0.096
,,,-0.0000004696,0.096
,,,-0.0000004692,0.096
,,,-0.0000004688,0.096
,,,-0.0000004684,0.1
,,,-0.000000468,0.1
,,,-0.0000004676,0.1
,,,-0.0000004672,0.1
,,,-0.0000004668,0.1
,,,-0.0000004664,0.104
,,,-0.000000466,0.104
,,,-0.0000004656,0.104
,,,-0.0000004652,0.108
,,,-0.0000004648,0.108
,,,-0.0000004644,0.108
,,,-0.000000464,0.108
,,,-0.0000004636,0.112
,,,-0.0000004632,0.112
,,,-0.0000004628,0.112
,,,-0.0000004624,0.112
,,,-0.000000462,0.112
,,,-0.0000004616,0.116
,,,-0.0000004612,0.116
,,,-0.0000004608,0.116
,,,-0.0000004604,0.116
,,,-0.00000046,0.116
,,,-0.0000004596,0.116
,,,-0.0000004592,0.12
,,,-0.0000004588,0.12
,,,-0.0000004584,0.12
,,,-0.000000458,0.12
,,,-0.0000004576,0.124
,,,-0.0000004572,0.124
,,,-0.0000004568,0.124
,,,-0.0000004564,0.124
,,,-0.000000456,0.124
,,,-0.0000004556,0.124
